GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AG3001,AH5001,AH5002,AH5003,AH5004,AH5005,AH5006,AG7001,AG7002,AG7003,AG7004,AG8001,AG8002,AG8003,AG8004,AG8005,AG8006,AG8007,AHV001,AHV002,AHV003,AHV004,AHV005,AHV006,AHV007,AHV008,AHV009,AHV010,AHV011,AHV012,AHV013,AHV014,AHV015,AHV016,AHV017,AHV018,AHV019,AHV020,AHV021,AHV022,AHV023,AHV024,AHV025,AHV026,AHV027,AHV028,AHV029,AHV030,AHW001,AHW002
"G2900750","1860","Missouri","290","Gentry","0750","Gentry",11980,11691,0,0,171,0,0,3868,0,26229,100387,38,133,442,371,185,1,0,252,989,1000,888,679,955,721,478,210,100,24,4,0,0,0,201,879,963,780,624,963,630,356,174,86,22,2,0,0,0,,
"G2900770","1860","Missouri","290","Greene","0770","Greene",13186,11419,7,2,90,0,0,14152,816,50721,173924,5,72,427,362,257,3,0,199,976,1000,985,755,1255,741,438,272,137,39,3,3,0,0,189,862,1049,888,772,1143,623,432,237,144,32,10,1,1,0,,
"G2900790","1860","Missouri","290","Grundy","0790","Grundy",7887,7531,4,2,65,0,0,3404,160,26407,69872,3,78,394,260,126,1,0,142,575,644,611,415,686,451,305,142,69,23,3,0,0,0,138,589,589,540,439,635,428,253,130,64,10,3,3,0,0,,
"G2900810","1860","Missouri","290","Harrison","0810","Harrison",10626,10455,0,0,146,0,0,2244,0,15080,58373,1,100,479,290,144,1,3,218,898,880,723,576,886,637,420,205,84,26,5,0,0,0,220,811,847,688,559,873,544,282,147,73,18,5,1,0,0,,
"G2900830","1860","Missouri","290","Henry","0830","Henry",9866,8412,1,0,208,0,0,8704,180,24545,105374,5,31,260,260,276,6,1,182,736,715,673,565,1003,600,367,235,86,14,6,1,0,0,171,689,716,631,563,893,463,288,187,57,15,6,2,2,0,,
"G2900850","1860","Missouri","290","Hickory","0850","Hickory",4705,4441,3,4,62,0,0,2355,100,11255,36178,38,87,194,162,61,0,0,86,336,398,381,304,410,249,167,98,42,15,1,0,0,0,85,343,337,300,263,400,204,162,81,24,17,2,0,0,0,,
"G2900870","1860","Missouri","290","Holt","0870","Holt",6550,5944,0,0,297,0,0,2461,5897,8657,48719,1,19,123,128,89,0,0,96,446,501,466,383,652,410,289,128,61,18,2,2,0,0,122,455,447,433,393,506,345,218,112,41,22,2,0,0,0,,
"G2900890","1860","Missouri","290","Howard","0890","Howard",15946,9657,64,10,329,0,0,35219,4038,43263,232402,13,65,235,296,483,27,10,231,1108,1258,1127,939,1565,927,602,316,222,68,13,2,0,1,265,1112,1140,1033,880,1247,791,530,288,195,61,20,3,2,0,,
"G2900910","1860","Missouri","290","Howell","0910","Howell",3169,3077,0,0,56,0,0,0,5,9033,17606,24,100,133,31,4,0,0,67,263,256,224,160,275,174,115,59,24,4,1,0,0,0,71,241,268,235,164,266,146,96,40,14,3,3,0,0,0,,
"G2900930","1860","Missouri","290","Iron","0930","Iron",5842,4974,0,0,555,0,0,4342,697,4895,31407,6,43,153,88,37,0,0,124,423,450,374,299,617,377,223,131,63,21,4,0,2,0,103,425,436,348,322,497,298,159,86,43,11,4,1,1,0,,
"G2900950","1860","Missouri","290","Jackson","0950","Jackson",22913,16346,18,52,2553,0,0,21499,24150,21837,215195,14,91,334,351,472,8,1,462,1599,1593,1329,1261,2775,1655,880,479,195,44,15,4,0,0,430,1526,1455,1261,1310,2081,1203,705,406,165,62,17,1,0,0,,
"G2900970","1860","Missouri","290","Jasper","0970","Jasper",6883,6462,1,14,71,0,0,3256,50,19161,61624,2,33,194,194,143,1,0,118,504,547,498,422,653,410,256,148,63,9,1,0,0,3,113,433,492,487,420,605,331,205,106,42,12,4,0,0,1,,
"G2900990","1860","Missouri","290","Jefferson","0990","Jefferson",10344,7651,13,4,2112,0,0,9453,11179,2732,100638,60,296,634,209,58,1,1,187,744,819,663,540,955,733,467,252,116,36,7,2,0,4,177,763,785,625,483,817,528,358,169,86,20,3,1,0,4,,
"G2901010","1860","Missouri","290","Johnson","1010","Johnson",14644,12259,3,2,484,0,0,19804,200,33690,148292,4,62,393,473,382,2,1,237,1016,1091,1025,831,1515,968,579,303,141,37,7,0,0,0,237,972,1049,985,866,1144,774,484,232,100,36,10,3,1,1,,
"G2901030","1860","Missouri","290","Knox","1030","Knox",8727,8062,4,3,374,0,0,1598,100,14902,83347,10,29,213,290,247,5,0,161,650,619,599,575,785,525,340,234,78,28,3,1,0,1,163,614,612,556,476,739,435,275,151,73,27,3,4,0,0,,
"G2901050","1860","Missouri","290","Laclede","1050","Laclede",5182,4853,0,2,22,0,0,143,35,9381,36688,2,21,114,99,65,3,0,106,382,405,373,293,460,264,167,108,47,12,0,1,1,13,122,366,430,367,293,420,264,154,73,43,12,1,1,0,4,,
"G2901070","1860","Missouri","290","Lafayette","1070","Lafayette",20098,11939,27,9,1749,0,0,17567,8950,13629,250943,10,58,277,319,501,30,3,201,1476,1433,1356,1102,2217,1432,876,442,208,58,15,1,1,7,196,1433,1405,1187,1091,1683,1044,647,349,160,58,11,2,3,4,,
"G2901090","1860","Missouri","290","Lawrence","1090","Lawrence",8846,8521,1,2,38,0,0,1598,15,19253,60114,1,19,224,238,131,1,0,155,593,735,651,513,715,447,355,183,89,33,6,1,0,0,150,615,696,654,515,757,456,270,148,84,20,4,0,0,1,,
"G2901110","1860","Missouri","290","Lewis","1110","Lewis",12286,9992,22,2,991,0,0,7789,2183,19944,142048,11,53,230,277,367,8,1,194,864,896,795,780,1209,734,518,363,132,31,9,2,2,0,180,756,794,773,704,1048,679,425,251,104,29,12,2,0,0,,
"G2901130","1860","Missouri","290","Lincoln","1130","Lincoln",14210,10580,13,10,767,0,0,18489,0,29369,170611,56,126,434,397,410,10,4,265,925,1045,969,831,1422,872,581,312,170,62,9,3,0,0,248,959,987,928,780,1146,752,455,279,144,50,14,2,0,0,,
"G2901150","1860","Missouri","290","Linn","1150","Linn",9112,8280,23,3,229,0,0,5129,26,20354,80264,10,66,354,289,153,0,0,148,665,734,645,536,856,548,365,185,76,26,7,1,0,0,163,673,692,585,527,729,451,282,144,53,19,2,0,0,0,,
"G2901170","1860","Missouri","290","Livingston","1170","Livingston",7417,6608,0,0,204,0,0,3481,9890,17155,67750,24,59,237,224,124,0,0,44,616,602,551,404,703,444,322,167,71,22,5,0,0,1,32,556,547,469,419,615,406,234,113,56,16,2,0,0,0,,
"G2901190","1860","Missouri","290","McDonald","1190","Mcdonald",4038,3944,1,8,13,0,0,711,40,14982,30642,0,31,142,82,30,0,0,80,286,361,327,248,302,228,149,91,38,8,0,0,0,1,60,285,315,319,232,300,188,128,62,20,4,2,0,0,4,,
"G2901210","1860","Missouri","290","Macon","1210","Macon",14346,13169,12,1,504,0,0,9791,9320,37411,137616,36,170,600,440,244,2,0,254,1034,1109,1029,763,1361,887,576,320,122,27,17,0,0,0,226,1013,1081,932,809,1246,730,438,234,86,40,10,2,0,0,,
"G2901230","1860","Missouri","290","Madison","1230","Madison",5664,4942,8,10,237,0,0,5113,273,7544,40347,2,11,105,129,61,0,0,114,396,461,442,337,470,293,225,123,60,34,1,0,1,0,107,360,434,357,330,454,288,214,91,45,22,4,1,0,0,,
"G2901250","1860","Missouri","290","Maries","1250","Maries",4901,4536,7,0,294,0,0,3018,1224,13979,47272,34,120,308,140,40,0,0,106,376,373,344,273,451,271,179,91,42,14,8,0,0,0,107,371,419,308,253,420,226,151,75,32,8,3,0,0,0,,
"G2901270","1860","Missouri","290","Marion","1270","Marion",18838,13537,50,39,2195,0,0,18617,6626,20925,177843,5,22,156,275,367,8,0,311,1193,1215,1093,954,2120,1422,775,502,208,50,8,0,1,0,301,1197,1189,1105,1022,1785,1083,658,398,183,48,14,1,2,0,,
"G2901290","1860","Missouri","290","Mercer","1290","Mercer",9300,9189,1,1,85,0,0,4958,197,30938,80477,54,262,603,248,125,1,1,210,735,752,646,529,789,543,348,177,83,27,3,1,0,0,196,712,768,613,477,716,464,272,135,80,17,5,2,0,0,,
"G2901310","1860","Missouri","290","Miller","1310","Miller",6812,6485,1,1,87,0,0,3838,0,17131,50925,43,131,333,168,51,0,0,131,554,525,502,390,587,333,223,141,64,26,4,2,0,0,127,474,555,467,424,533,337,220,112,51,26,3,1,0,0,,
"G2901330","1860","Missouri","290","Mississippi","1330","Mississippi",4859,3666,0,0,183,0,0,3090,200,1800,54450,12,56,139,106,103,4,1,84,312,351,320,303,572,391,213,109,31,6,0,0,0,0,85,283,335,283,264,419,245,149,74,18,9,3,0,0,0,,
"G2901350","1860","Missouri","290","Moniteau","1350","Moniteau",10124,8310,4,0,1065,0,0,2043,1520,17304,91812,6,81,488,304,206,3,0,198,701,813,656,569,954,617,392,234,110,28,5,1,0,0,145,770,730,635,588,837,538,312,177,84,19,8,3,0,0,,
"G2901370","1860","Missouri","290","Monroe","1370","Monroe",14785,11558,24,18,164,0,0,7696,0,33271,139051,27,56,327,473,574,22,1,188,1080,1148,1032,965,1425,790,530,346,173,58,10,2,0,0,159,1035,1019,1001,838,1261,722,490,295,151,47,18,1,1,0,,
"G2901390","1860","Missouri","290","Montgomery","1390","Montgomery",9718,7412,6,4,649,0,0,7473,1776,13570,89867,35,67,330,285,251,2,1,146,662,719,672,533,881,614,413,209,99,40,6,2,0,0,144,686,718,637,530,810,530,333,187,111,28,6,1,1,0,,
"G2901410","1860","Missouri","290","Morgan","1410","Morgan",8202,6530,8,0,1015,0,0,4031,5,13230,61490,27,81,307,174,100,1,0,151,596,596,534,484,784,485,354,185,110,33,6,2,0,0,136,570,607,509,445,655,439,284,138,69,21,7,2,0,0,,
"G2901430","1860","Missouri","290","New Madrid","1430","New Madrid",5654,3751,5,9,112,0,0,0,0,0,0,3,18,100,93,106,5,5,103,360,416,403,350,696,393,211,115,49,10,5,1,0,0,98,362,369,358,294,484,261,164,90,47,12,2,0,1,0,,
"G2901450","1860","Missouri","290","Newton","1450","Newton",9319,8719,3,48,123,0,0,1178,20,12131,51215,8,42,244,167,87,2,0,148,641,719,654,514,907,512,369,205,90,22,7,1,1,9,169,629,738,663,556,762,458,288,155,75,20,5,2,0,0,,
"G2901470","1860","Missouri","290","Nodaway","1470","Nodaway",5252,5050,2,0,73,0,0,0,0,13170,25159,0,0,70,97,47,0,0,111,430,438,349,277,491,344,185,94,58,12,0,1,0,0,87,413,413,326,242,488,237,138,81,31,5,1,0,0,0,,
"G2901490","1860","Missouri","290","Oregon","1490","Oregon",3009,2956,0,0,27,0,0,135,0,6834,15706,8,56,146,45,9,1,0,57,219,248,249,174,267,169,109,51,32,10,0,0,0,0,67,194,246,211,175,236,150,81,39,18,6,1,0,0,0,,
"G2901510","1860","Missouri","290","Osage","1510","Osage",7879,5566,0,0,2057,0,0,2098,100,23481,83385,87,240,544,170,53,0,0,157,585,580,542,447,667,488,349,214,105,29,6,1,0,0,127,532,624,493,409,583,387,263,173,87,28,2,1,0,0,,
"G2901530","1860","Missouri","290","Ozark","1530","Ozark",2447,2361,43,0,0,0,0,100,0,5848,17030,32,77,129,31,9,0,0,25,189,250,191,137,169,133,67,53,29,3,1,0,0,0,24,201,212,196,136,182,121,62,49,13,3,0,1,0,0,,
"G2901550","1860","Missouri","290","Pemiscot","1550","Pemiscot",2962,2656,1,11,26,0,0,415,125,1907,29524,17,78,143,56,25,0,0,45,203,204,194,164,346,186,131,52,24,6,3,0,0,2,54,215,213,215,148,255,139,96,40,23,1,0,1,0,2,,
"G2901570","1860","Missouri","290","Perry","1570","Perry",9128,6566,17,5,1800,1,0,18968,1137,15033,62063,24,75,470,327,76,0,0,176,646,687,628,565,837,540,359,235,104,22,8,1,0,0,148,641,678,605,503,733,417,308,174,73,32,7,1,0,0,,
"G2901590","1860","Missouri","290","Pettis","1590","Pettis",9392,7172,4,2,332,0,0,11570,246,13359,110350,3,30,221,209,272,22,6,137,673,658,669,564,998,564,363,208,108,18,7,0,0,0,133,663,687,630,534,744,464,283,149,100,26,10,1,1,0,,
"G2901610","1860","Missouri","290","Phelps","1610","Phelps",5714,4806,2,0,822,0,0,3840,699,11802,76856,23,60,165,105,60,1,0,85,396,467,359,322,707,505,275,122,54,7,2,0,0,0,57,373,398,348,296,423,256,153,73,31,3,1,0,0,1,,
"G2901630","1860","Missouri","290","Pike","1630","Pike",18417,13750,45,15,552,0,0,15138,2006,46157,231547,11,56,329,409,522,15,3,315,1275,1332,1193,1028,1693,1080,763,449,219,86,20,4,0,0,255,1235,1307,1195,1067,1582,1020,640,370,210,64,10,5,0,0,,
"G2901650","1860","Missouri","290","Platte","1650","Platte",18350,13309,32,24,1672,0,0,38199,2138,24702,251702,14,84,498,388,415,10,0,246,1271,1301,1275,1075,2003,1229,800,423,169,42,6,2,0,0,253,1318,1253,1155,956,1517,944,590,304,149,56,7,3,3,0,,
"G2901670","1860","Missouri","290","Polk","1670","Polk",9995,9430,11,4,38,0,0,3440,300,35335,81423,4,62,289,282,165,1,0,179,704,774,748,563,851,523,355,204,107,30,6,0,1,1,183,688,782,730,592,845,507,314,184,88,27,7,1,1,0,,
"G2901690","1860","Missouri","290","Pulaski","1690","Pulaski",3835,3658,0,0,121,0,0,140,0,5187,28330,1,22,129,77,25,0,0,79,287,310,286,223,386,222,127,77,19,4,3,1,0,1,67,286,305,260,212,306,182,116,52,14,9,0,0,0,1,,
"G2901710","1860","Missouri","290","Putnam","1710","Putnam",9207,9029,0,0,147,0,0,383,453,26119,59793,10,98,430,280,135,1,0,160,732,743,719,541,738,493,354,204,100,32,5,0,1,0,169,705,727,596,507,721,446,299,124,69,18,4,0,0,0,,
"G2901730","1860","Missouri","290","Ralls","1730","Ralls",8592,6537,4,9,251,0,0,10192,950,26224,114701,3,32,194,261,323,9,0,149,580,655,549,531,840,516,339,216,116,30,12,1,0,0,159,580,605,496,459,693,471,278,199,85,22,10,1,0,0,,
"G2901750","1860","Missouri","290","Randolph","1750","Randolph",11407,8655,0,11,122,0,0,9578,1230,21494,120802,17,53,336,356,432,14,4,185,763,934,802,736,1055,619,457,253,113,44,7,1,1,0,170,752,863,722,689,926,564,393,212,103,34,6,2,1,0,,
"G2901770","1860","Missouri","290","Ray","1770","Ray",14092,11768,7,0,270,0,0,16789,575,110115,254344,47,144,525,428,347,4,1,227,1043,1125,1058,820,1315,817,549,331,141,48,10,1,0,2,234,936,995,879,843,1158,675,459,261,106,45,11,1,1,1,,
"G2901790","1860","Missouri","290","Reynolds","1790","Reynolds",3173,3095,0,0,40,0,0,246,95,6624,26756,19,92,179,54,16,0,0,55,219,292,223,163,262,181,97,61,27,13,4,0,1,0,64,249,270,235,174,253,153,94,47,21,12,2,0,1,0,,
"G2901810","1860","Missouri","290","Ripley","1810","Ripley",3747,3580,2,1,86,0,0,241,0,9276,30127,4,34,131,68,18,0,0,76,279,336,282,194,308,219,137,64,26,4,2,0,0,0,57,242,327,283,202,353,176,107,46,22,3,2,0,0,0,,
"G2901830","1860","Missouri","290","St Charles","1830","St Charles",16523,9478,27,2,4835,0,0,22878,1628,3666,150006,24,57,523,391,261,8,1,280,1117,1115,1051,901,1755,1228,695,473,212,55,9,3,1,7,282,1082,1013,945,819,1383,866,599,367,190,53,12,0,0,10,,
"G2901850","1860","Missouri","290","St Clair","1850","St Clair",6812,6161,0,9,68,0,0,1530,71,6602,41059,2,27,205,137,82,2,0,109,498,545,512,449,627,355,274,148,47,14,8,1,0,0,120,425,546,453,380,554,342,232,103,50,18,2,0,0,0,,
"G2901860","1860","Missouri","290","Ste Genevieve","1860","Ste Genevieve",8029,6092,36,52,1231,0,1,13782,30,6917,62861,0,91,403,199,66,0,1,141,633,604,581,446,642,486,350,179,106,29,8,0,1,0,144,557,640,500,406,572,459,261,161,84,29,7,2,1,0,,
"G2901870","1860","Missouri","290","St Francois","1870","St Francois",7249,5874,66,13,418,1,0,11051,0,14123,68298,12,64,263,178,78,1,0,129,526,569,489,407,668,394,294,142,106,25,7,1,1,3,120,519,580,492,363,604,359,217,131,75,22,5,1,0,0,,
"G2901890","1860","Missouri","290","St Louis","1890","St Louis",190524,88239,823,1030,96074,1,11,41579,163274,180,114375,128,284,783,402,263,13,3,3719,12070,9932,7932,7648,24323,20314,9581,3676,1424,399,66,12,4,151,3733,11811,10201,7763,9191,20792,13925,6476,3222,1522,451,92,16,4,74,,
"G2901950","1860","Missouri","290","Saline","1950","Saline",14699,9147,11,12,653,0,0,13155,4010,15276,203617,20,76,254,276,429,28,6,231,1097,1097,970,822,1623,978,571,301,134,51,11,3,0,0,227,974,1034,950,808,1210,704,485,241,124,42,7,1,3,0,,
"G2901970","1860","Missouri","290","Schuyler","1970","Schuyler",6697,6441,0,0,217,0,0,405,0,18540,54586,14,96,329,247,98,0,0,119,520,548,493,382,522,360,274,143,67,16,2,0,0,0,138,515,496,473,366,500,341,225,128,47,20,1,0,1,0,,
"G2901990","1860","Missouri","290","Scotland","1990","Scotland",8873,8505,0,0,237,0,0,1620,160,15572,79274,10,38,224,259,220,4,2,164,690,730,634,532,756,528,356,179,97,24,7,0,1,0,130,619,676,558,527,701,443,286,150,63,19,2,1,0,0,,
"G2902010","1860","Missouri","290","Scott","2010","Scott",5247,4091,5,9,639,0,0,1423,0,2323,43385,0,27,196,114,41,1,0,108,355,417,390,290,521,329,216,95,40,8,3,1,0,2,100,353,405,351,290,429,258,174,61,42,7,2,0,0,0,,
"G2902030","1860","Missouri","290","Shannon","2030","Shannon",2284,2249,0,0,22,0,0,275,30,10507,30260,1,135,231,23,7,0,0,30,172,182,221,130,183,122,78,42,17,9,1,0,0,0,36,168,199,145,143,171,120,68,28,14,3,1,1,0,0,,
"G2902050","1860","Missouri","290","Shelby","2050","Shelby",7301,6220,11,1,345,0,0,4187,2470,52025,158838,2,66,329,244,189,4,1,99,459,521,498,417,793,482,297,197,92,23,8,1,0,0,91,458,509,447,420,634,364,243,149,75,21,3,0,0,0,,
"G2902070","1860","Missouri","290","Stoddard","2070","Stoddard",7877,7611,1,2,48,0,0,1401,2415,11486,44094,27,78,325,136,39,1,0,152,544,658,628,446,713,430,248,143,62,18,7,0,1,1,145,522,609,568,493,725,368,212,112,49,14,7,1,0,1,,
"G2902090","1860","Missouri","290","Stone","2090","Stone",2400,2380,0,0,4,0,0,738,233,5596,22862,22,63,121,51,15,0,0,55,191,191,180,159,203,131,84,34,34,3,1,0,1,1,57,163,197,159,135,184,120,67,26,17,5,2,0,0,0,,
"G2902110","1860","Missouri","290","Sullivan","2110","Sullivan",9198,8890,0,1,205,0,0,1739,799,37847,76988,60,141,459,259,161,1,0,170,746,741,665,467,774,504,339,190,82,32,14,1,0,0,156,714,744,624,517,743,441,276,157,74,24,3,0,0,0,,
"G2902130","1860","Missouri","290","Taney","2130","Taney",3576,3485,5,0,4,0,0,258,15,9266,29100,54,108,221,67,9,0,0,67,260,299,273,184,310,139,117,75,35,12,2,0,0,0,48,283,307,262,236,318,145,107,68,22,6,1,0,0,0,,
"G2902150","1860","Missouri","290","Texas","2150","Texas",6067,5957,1,1,52,0,0,172,63,12939,41220,106,154,257,105,18,1,0,127,481,541,449,326,528,319,219,124,50,13,2,0,0,15,114,449,458,410,315,488,300,189,82,40,9,1,0,0,18,,
"G2902170","1860","Missouri","290","Vernon","2170","Vernon",4850,4634,2,0,78,0,0,1273,420,25939,52032,21,74,245,163,66,1,0,87,340,372,335,288,532,297,159,104,46,11,1,0,0,2,84,326,368,305,260,462,213,141,70,38,9,0,0,0,0,,
"G2902190","1860","Missouri","290","Warren","2190","Warren",8839,5596,6,1,2202,0,0,9488,238,7317,122598,9,79,448,290,176,4,0,163,612,691,601,464,829,620,379,252,113,29,4,2,0,0,139,608,642,524,408,690,470,304,182,85,21,7,0,0,0,,
"G2902210","1860","Missouri","290","Washington","2210","Washington",9723,8063,23,2,607,0,0,8875,10,10930,63598,10,73,311,149,74,1,0,167,693,736,615,524,955,594,379,250,114,50,10,2,0,1,172,694,706,634,538,822,472,320,149,86,29,11,0,0,0,,
"G2902230","1860","Missouri","290","Wayne","2230","Wayne",5629,5284,7,0,77,0,0,1361,20,23639,59331,20,82,270,126,49,0,0,105,379,476,401,293,463,327,185,118,47,14,6,0,0,1,98,399,474,428,329,494,299,160,85,35,11,2,0,0,0,,
"G2902250","1860","Missouri","290","Webster","2250","Webster",7099,6862,0,0,17,0,0,1516,0,15657,40143,18,78,278,159,58,0,0,119,533,570,531,389,560,385,258,131,69,28,4,0,2,0,115,499,592,545,426,569,352,227,113,60,20,2,0,0,0,,
"G2902290","1860","Missouri","290","Wright","2290","Wright",4508,4436,0,0,6,0,0,935,51,10294,27669,13,64,213,88,21,0,1,94,340,385,343,249,371,237,141,80,39,9,2,0,0,0,88,347,368,331,249,373,236,121,65,27,12,1,0,0,0,,
"G3150015","1860","Nebraska Territory","315","Buffalo","0015","Buffalo",114,72,0,0,42,0,0,0,300,0,0,,,,,,,,1,10,8,6,8,16,5,11,1,0,0,0,0,0,0,4,7,8,5,7,7,6,3,1,0,0,0,0,0,0,,
"G3150035","1860","Nebraska Territory","315","Burt","0035","Burt",388,311,0,0,77,0,0,0,0,0,2202,,,,,,,,3,22,20,15,19,62,40,14,11,7,2,0,0,0,0,8,34,25,13,20,43,14,7,6,3,0,0,0,0,0,,
"G3150055","1860","Nebraska Territory","315","Butler","0055","Butler",27,26,0,0,1,0,0,,,,,,,,,,,,0,1,4,2,2,3,3,4,0,0,0,0,0,0,0,1,3,0,1,0,0,2,1,0,0,0,0,0,0,0,,
"G3150075","1860","Nebraska Territory","315","Calhoun","0075","Calhoun",41,33,0,0,8,0,0,0,0,0,20,,,,,,,,0,6,5,0,3,5,3,1,1,0,0,0,0,0,0,0,2,6,2,0,5,0,1,1,0,0,0,0,0,0,,
"G3150095","1860","Nebraska Territory","315","Cass","0095","Cass",3369,3047,0,0,322,0,0,0,0,11823,19684,,,,,,,,74,225,253,203,148,400,300,131,77,24,3,1,0,0,0,66,258,224,160,175,324,172,89,44,15,1,2,0,0,0,,
"G3150115","1860","Nebraska Territory","315","Cedar","0115","Cedar",246,167,0,3,76,0,0,0,0,0,515,,,,,,,,5,18,21,12,6,29,32,11,8,0,2,0,0,0,0,5,21,15,7,6,25,13,6,3,1,0,0,0,0,0,,
"G3150135","1860","Nebraska Territory","315","Clay","0135","Clay",165,144,0,0,21,0,0,0,0,0,817,,,,,,,,3,15,15,10,13,18,16,4,3,2,0,0,0,0,0,2,6,12,7,7,15,10,4,2,1,0,0,0,0,0,,
"G3150155","1860","Nebraska Territory","315","Cuming","0155","Cuming",67,60,0,0,7,0,0,0,0,0,162,,,,,,,,0,4,6,3,4,9,5,6,2,1,0,0,0,0,0,0,1,2,5,4,6,5,1,1,0,2,0,0,0,0,,
"G3150175","1860","Nebraska Territory","315","Dakota","0175","Dakota",819,553,0,13,253,0,0,0,1000,0,4672,,,,,,,,13,74,71,52,27,92,66,46,14,12,3,0,0,0,0,10,57,59,40,35,69,50,12,11,6,0,0,0,0,0,,
"G3150195","1860","Nebraska Territory","315","Dawson","0195","Dawson",16,16,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,
"G3150215","1860","Nebraska Territory","315","Dixon","0215","Dixon",247,134,0,0,113,0,0,0,0,0,959,,,,,,,,3,21,20,4,8,24,31,10,7,6,0,0,0,0,0,5,22,19,13,3,19,17,8,4,3,0,0,0,0,0,,
"G3150235","1860","Nebraska Territory","315","Dodge","0235","Dodge",309,241,0,0,68,0,0,0,0,15,1464,,,,,,,,7,25,17,8,17,53,39,9,7,0,1,0,0,0,1,2,21,15,12,11,32,20,3,7,2,0,0,0,0,0,,
"G3150255","1860","Nebraska Territory","315","Douglas","0255","Douglas",4328,2640,13,8,1667,0,0,0,2965,110,3856,,,,,,,,62,270,258,187,161,560,420,201,99,39,6,3,0,0,0,66,276,261,194,203,498,301,144,86,22,10,1,0,0,0,,
"G3150275","1860","Nebraska Territory","315","Gage","0275","Gage",421,384,0,0,37,0,0,0,0,0,1319,,,,,,,,12,39,31,33,18,60,34,19,10,2,0,0,0,0,0,8,19,26,14,17,40,20,11,7,1,0,0,0,0,0,,
"G3150295","1860","Nebraska Territory","315","Greene","0295","Greene",16,13,0,0,3,0,0,0,0,0,0,,,,,,,,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,2,3,2,1,0,1,0,0,0,0,0,0,0,,
"G3150315","1860","Nebraska Territory","315","Hall","0315","Hall",116,43,0,0,73,0,0,0,200,0,0,,,,,,,,5,7,6,3,3,25,12,9,2,1,0,0,0,0,0,1,8,3,5,2,12,8,3,1,0,0,0,0,0,0,,
"G3150335","1860","Nebraska Territory","315","Johnson/Johnston","0335","Johnson/Johnston",528,502,0,0,26,0,0,0,0,0,1717,,,,,,,,12,46,40,30,29,45,44,19,13,2,2,0,0,0,0,11,45,46,25,21,46,25,20,7,0,0,0,0,0,0,,
"G3150355","1860","Nebraska Territory","315","Jones","0355","Jones",122,107,0,0,15,0,0,0,0,0,120,,,,,,,,0,7,10,8,2,25,17,4,2,2,0,0,0,0,0,2,10,5,3,6,13,4,1,0,1,0,0,0,0,0,,
"G3150375","1860","Nebraska Territory","315","Kearney","0375","Kearney",474,242,4,0,223,0,0,,,,,,,,,,,,2,12,7,9,8,241,71,23,2,1,0,0,0,0,0,5,23,8,4,12,30,12,3,1,0,0,0,0,0,0,,
"G3150395","1860","Nebraska Territory","315","Lancaster","0395","Lancaster",153,127,0,0,26,0,0,0,0,0,650,,,,,,,,3,15,15,7,8,16,11,9,1,0,0,0,0,0,0,2,11,5,10,7,18,9,4,1,1,0,0,0,0,0,,
"G3150415","1860","Nebraska Territory","315","L'Eau Qui Court","0415","L'Eau Qui",152,92,3,11,46,0,0,0,0,0,65,,,,,,,,3,6,6,7,10,43,25,8,3,0,0,0,0,0,0,1,5,7,1,4,13,4,3,3,0,0,0,0,0,0,,
"G3150455","1860","Nebraska Territory","315","Merrick","0455","Merrick",109,94,0,0,15,0,0,0,0,0,0,,,,,,,,0,10,3,6,6,22,23,8,2,1,0,0,0,0,0,2,3,4,1,3,9,4,2,0,0,0,0,0,0,0,,
"G3150475","1860","Nebraska Territory","315","Nemaha","0475","Nemaha",3139,2771,1,4,363,0,0,0,370,0,14010,,,,,,,,56,201,216,185,146,429,263,140,53,27,8,1,0,0,0,63,227,195,171,171,286,160,86,37,13,5,0,0,0,0,,
"G3150495","1860","Nebraska Territory","315","Nuckolls","0495","Nuckolls",22,16,0,0,6,0,0,,,,,,,,,,,,0,0,0,1,1,7,5,1,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,0,0,0,0,0,0,0,,
